sta_code_h3;clc_2018_lvl1_dom_class;clc_2018_lvl1_1;clc_2018_lvl1_2;clc_2018_lvl1_3;clc_2018_lvl1_4;clc_2018_lvl1_5;clc_2018_lvl1_na;clc_2018_lvl2_dom_class;clc_2018_lvl2_11;clc_2018_lvl2_12;clc_2018_lvl2_13;clc_2018_lvl2_14;clc_2018_lvl2_21;clc_2018_lvl2_22;clc_2018_lvl2_23;clc_2018_lvl2_24;clc_2018_lvl2_31;clc_2018_lvl2_32;clc_2018_lvl2_33;clc_2018_lvl2_41;clc_2018_lvl2_42;clc_2018_lvl2_51;clc_2018_lvl2_52;clc_2018_lvl2_na;clc_2018_lvl3_dom_class;clc_2018_lvl3_111;clc_2018_lvl3_112;clc_2018_lvl3_121;clc_2018_lvl3_122;clc_2018_lvl3_123;clc_2018_lvl3_124;clc_2018_lvl3_131;clc_2018_lvl3_132;clc_2018_lvl3_133;clc_2018_lvl3_141;clc_2018_lvl3_142;clc_2018_lvl3_211;clc_2018_lvl3_212;clc_2018_lvl3_213;clc_2018_lvl3_221;clc_2018_lvl3_222;clc_2018_lvl3_223;clc_2018_lvl3_231;clc_2018_lvl3_241;clc_2018_lvl3_242;clc_2018_lvl3_243;clc_2018_lvl3_244;clc_2018_lvl3_311;clc_2018_lvl3_312;clc_2018_lvl3_313;clc_2018_lvl3_321;clc_2018_lvl3_322;clc_2018_lvl3_323;clc_2018_lvl3_324;clc_2018_lvl3_331;clc_2018_lvl3_332;clc_2018_lvl3_333;clc_2018_lvl3_334;clc_2018_lvl3_335;clc_2018_lvl3_411;clc_2018_lvl3_412;clc_2018_lvl3_421;clc_2018_lvl3_422;clc_2018_lvl3_423;clc_2018_lvl3_511;clc_2018_lvl3_512;clc_2018_lvl3_521;clc_2018_lvl3_522;clc_2018_lvl3_523;clc_2018_lvl3_na;clc_1990_lvl1_dom_class;clc_1990_lvl1_1;clc_1990_lvl1_2;clc_1990_lvl1_3;clc_1990_lvl1_4;clc_1990_lvl1_5;clc_1990_lvl1_na;clc_1990_lvl2_dom_class;clc_1990_lvl2_11;clc_1990_lvl2_12;clc_1990_lvl2_13;clc_1990_lvl2_14;clc_1990_lvl2_21;clc_1990_lvl2_22;clc_1990_lvl2_23;clc_1990_lvl2_24;clc_1990_lvl2_31;clc_1990_lvl2_32;clc_1990_lvl2_33;clc_1990_lvl2_41;clc_1990_lvl2_42;clc_1990_lvl2_51;clc_1990_lvl2_52;clc_1990_lvl2_na;clc_1990_lvl3_dom_class;clc_1990_lvl3_111;clc_1990_lvl3_112;clc_1990_lvl3_121;clc_1990_lvl3_122;clc_1990_lvl3_123;clc_1990_lvl3_124;clc_1990_lvl3_131;clc_1990_lvl3_132;clc_1990_lvl3_133;clc_1990_lvl3_141;clc_1990_lvl3_142;clc_1990_lvl3_211;clc_1990_lvl3_212;clc_1990_lvl3_213;clc_1990_lvl3_221;clc_1990_lvl3_222;clc_1990_lvl3_223;clc_1990_lvl3_231;clc_1990_lvl3_241;clc_1990_lvl3_242;clc_1990_lvl3_243;clc_1990_lvl3_244;clc_1990_lvl3_311;clc_1990_lvl3_312;clc_1990_lvl3_313;clc_1990_lvl3_321;clc_1990_lvl3_322;clc_1990_lvl3_323;clc_1990_lvl3_324;clc_1990_lvl3_331;clc_1990_lvl3_332;clc_1990_lvl3_333;clc_1990_lvl3_334;clc_1990_lvl3_335;clc_1990_lvl3_411;clc_1990_lvl3_412;clc_1990_lvl3_421;clc_1990_lvl3_422;clc_1990_lvl3_423;clc_1990_lvl3_511;clc_1990_lvl3_512;clc_1990_lvl3_521;clc_1990_lvl3_522;clc_1990_lvl3_523;clc_1990_lvl3_na
L620201002;2;1.08;61.45;30.11;0.50;6.86;0.00;31;0.84;0.08;0.00;0.17;24.32;0.06;25.80;11.26;27.81;2.30;0.00;0.50;0.00;6.86;0.00;0.00;231;0.00;0.84;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;24.32;0.00;0.00;0.03;0.03;0.00;25.80;0.00;6.65;4.61;0.00;20.39;3.75;3.67;0.00;1.35;0.00;0.95;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;6.86;0.00;0.00;0.00;0.00;2;0.96;65.00;28.54;0.49;5.01;0.00;23;0.77;0.07;0.00;0.12;23.29;0.07;29.15;12.50;25.91;2.63;0.00;0.49;0.00;5.01;0.00;0.00;231;0.00;0.77;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;23.29;0.00;0.00;0.03;0.04;0.00;29.15;0.00;8.02;4.48;0.00;19.27;2.98;3.66;0.00;0.71;0.00;1.92;0.00;0.00;0.00;0.00;0.00;0.49;0.00;0.00;0.00;0.00;0.00;5.01;0.00;0.00;0.00;0.00
M001411001;2;2.12;93.78;4.10;0.00;0.00;0.00;21;1.40;0.72;0.00;0.00;49.72;0.00;37.11;6.95;4.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.40;0.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.72;0.00;0.00;0.00;0.00;0.00;37.11;0.00;1.22;5.74;0.00;3.97;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.39;94.50;4.11;0.00;0.00;0.00;21;1.30;0.09;0.00;0.00;50.32;0.00;37.66;6.52;4.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.30;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.32;0.00;0.00;0.00;0.00;0.00;37.66;0.00;0.60;5.92;0.00;3.98;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M005061020;2;3.89;82.31;13.75;0.00;0.04;0.00;23;2.97;0.68;0.12;0.12;31.78;0.00;46.81;3.73;13.45;0.30;0.00;0.00;0.00;0.04;0.00;0.00;231;0.07;2.90;0.55;0.10;0.00;0.03;0.12;0.00;0.00;0.00;0.12;31.78;0.00;0.00;0.00;0.00;0.00;46.81;0.00;2.29;1.44;0.00;10.32;2.49;0.65;0.00;0.00;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;2;3.07;83.38;13.55;0.00;0.00;0.00;23;2.61;0.36;0.00;0.10;32.46;0.00;47.82;3.10;13.23;0.32;0.00;0.00;0.00;0.00;0.00;0.00;231;0.07;2.54;0.31;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.10;32.46;0.00;0.00;0.00;0.00;0.00;47.82;0.00;1.73;1.36;0.00;10.01;2.73;0.48;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M011491010;2;2.90;73.94;23.16;0.00;0.00;0.00;21;1.97;0.47;0.46;0.00;39.50;0.00;30.69;3.74;23.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.97;0.47;0.00;0.00;0.00;0.46;0.00;0.00;0.00;0.00;39.50;0.00;0.00;0.00;0.00;0.00;30.69;0.00;3.13;0.61;0.00;15.07;7.30;0.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.57;75.27;23.17;0.00;0.00;0.00;21;1.36;0.21;0.00;0.00;40.49;0.00;33.50;1.28;22.95;0.21;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.36;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.49;0.00;0.00;0.00;0.00;0.00;33.50;0.00;0.70;0.57;0.00;15.37;7.01;0.58;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M015301010;2;2.13;66.92;30.95;0.00;0.00;0.00;21;1.86;0.00;0.00;0.26;55.40;0.00;8.84;2.67;29.84;1.11;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;55.40;0.00;0.00;0.00;0.00;0.00;8.84;0.00;2.16;0.51;0.00;25.85;3.87;0.12;0.00;0.00;0.00;1.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.68;67.09;31.24;0.00;0.00;0.00;21;1.41;0.00;0.00;0.26;55.34;0.00;9.42;2.33;28.65;2.58;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;55.34;0.00;0.00;0.00;0.00;0.00;9.42;0.00;1.91;0.42;0.00;25.17;3.36;0.12;0.00;0.00;0.00;2.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M025061010;2;3.21;84.37;12.39;0.00;0.03;0.00;21;2.69;0.32;0.10;0.10;44.80;0.00;35.42;4.15;12.13;0.26;0.00;0.00;0.00;0.03;0.00;0.00;211;0.02;2.66;0.25;0.07;0.00;0.01;0.10;0.00;0.00;0.02;0.08;44.80;0.00;0.00;0.00;0.00;0.00;35.42;0.00;2.79;1.35;0.00;8.39;2.63;1.11;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;2;2.55;85.14;12.30;0.00;0.01;0.00;21;2.27;0.17;0.02;0.09;44.79;0.00;37.06;3.28;11.89;0.41;0.00;0.00;0.00;0.01;0.00;0.00;211;0.02;2.25;0.15;0.00;0.00;0.02;0.02;0.00;0.00;0.00;0.09;44.79;0.00;0.00;0.00;0.00;0.00;37.06;0.00;1.98;1.29;0.00;8.17;2.80;0.93;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00
M036151010;2;2.02;75.95;21.90;0.00;0.13;0.00;21;1.60;0.29;0.12;0.00;41.03;0.00;32.44;2.49;21.60;0.30;0.00;0.00;0.00;0.13;0.00;0.00;211;0.00;1.60;0.26;0.03;0.00;0.00;0.09;0.03;0.00;0.00;0.00;41.03;0.00;0.00;0.00;0.00;0.00;32.44;0.00;0.95;1.54;0.00;18.65;1.56;1.39;0.00;0.00;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;2;1.61;76.44;21.90;0.00;0.06;0.00;21;1.39;0.15;0.06;0.00;39.84;0.14;33.66;2.80;21.09;0.81;0.00;0.00;0.00;0.06;0.00;0.00;211;0.00;1.39;0.15;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;39.84;0.00;0.00;0.00;0.14;0.00;33.66;0.00;1.47;1.33;0.00;18.02;1.73;1.33;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00
M041601010;2;3.00;78.14;18.86;0.00;0.00;0.00;21;3.00;0.00;0.00;0.00;48.85;0.00;23.97;5.32;18.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.85;0.00;0.00;0.00;0.00;0.00;23.97;0.00;5.32;0.00;0.00;17.65;0.72;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.43;79.40;18.16;0.00;0.00;0.00;21;2.43;0.00;0.00;0.00;44.29;0.00;29.42;5.70;18.12;0.04;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44.29;0.00;0.00;0.00;0.00;0.00;29.42;0.00;4.89;0.81;0.00;16.84;0.72;0.56;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M042151010;2;3.11;80.44;16.32;0.00;0.13;0.00;21;2.46;0.40;0.08;0.18;45.58;0.00;31.18;3.67;16.11;0.21;0.00;0.00;0.00;0.13;0.00;0.00;211;0.00;2.46;0.39;0.01;0.00;0.00;0.06;0.01;0.00;0.00;0.18;45.58;0.00;0.00;0.00;0.00;0.00;31.18;0.00;2.30;1.38;0.00;13.31;1.49;1.32;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;2;2.29;81.50;16.16;0.00;0.04;0.00;21;1.91;0.18;0.09;0.12;44.55;0.06;33.89;3.00;15.73;0.43;0.00;0.00;0.00;0.04;0.00;0.00;211;0.00;1.91;0.18;0.00;0.00;0.00;0.07;0.00;0.01;0.00;0.12;44.55;0.00;0.00;0.00;0.06;0.00;33.89;0.00;1.82;1.18;0.00;12.97;1.53;1.23;0.00;0.00;0.00;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00
M042481010;2;2.40;54.31;43.28;0.00;0.00;0.00;31;2.18;0.00;0.00;0.22;28.68;0.18;21.28;4.17;42.86;0.42;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;2.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.22;28.68;0.00;0.00;0.00;0.18;0.00;21.28;0.00;3.30;0.87;0.00;7.97;29.53;5.37;0.00;0.20;0.00;0.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.03;55.98;41.99;0.00;0.00;0.00;31;1.81;0.00;0.00;0.22;28.23;0.29;21.59;5.87;40.31;1.68;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;1.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.22;28.23;0.00;0.00;0.00;0.29;0.00;21.59;0.00;5.03;0.84;0.00;8.08;28.48;3.75;0.00;0.42;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M052521010;2;3.69;89.50;6.81;0.00;0.00;0.00;21;3.53;0.16;0.00;0.00;42.82;0.00;41.10;5.58;6.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;3.53;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.82;0.00;0.00;0.00;0.00;0.00;41.10;0.00;3.23;2.35;0.00;2.84;1.98;1.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.69;90.73;6.57;0.00;0.00;0.00;23;2.69;0.00;0.00;0.00;41.46;0.00;43.50;5.77;6.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;2.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.46;0.00;0.00;0.00;0.00;0.00;43.50;0.00;3.42;2.35;0.00;3.60;1.93;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M053501010;2;1.86;95.53;2.61;0.00;0.00;0.00;21;1.74;0.00;0.00;0.12;53.69;0.00;37.91;3.93;2.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;53.69;0.00;0.00;0.00;0.00;0.00;37.91;0.00;1.73;2.20;0.00;1.06;1.04;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.35;96.05;2.60;0.00;0.00;0.00;21;1.23;0.00;0.00;0.12;52.77;0.00;39.40;3.88;2.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;52.77;0.00;0.00;0.00;0.00;0.00;39.40;0.00;1.68;2.19;0.00;1.56;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M065311010;2;2.48;94.90;2.47;0.00;0.15;0.00;21;1.81;0.00;0.01;0.65;53.05;0.00;37.82;4.04;2.47;0.00;0.00;0.00;0.00;0.15;0.00;0.00;211;0.00;1.81;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.65;53.05;0.00;0.00;0.00;0.00;0.00;37.82;0.00;2.98;1.05;0.00;2.33;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;2;1.82;96.57;1.61;0.00;0.00;0.00;21;1.15;0.00;0.21;0.47;49.07;0.00;43.16;4.34;1.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.15;0.00;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.47;49.07;0.00;0.00;0.00;0.00;0.00;43.16;0.00;3.28;1.06;0.00;1.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M067401010;2;3.40;90.61;5.99;0.00;0.00;0.00;21;2.85;0.00;0.00;0.56;50.87;0.00;32.37;7.37;5.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.56;50.87;0.00;0.00;0.00;0.00;0.00;32.37;0.00;5.43;1.93;0.00;5.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;3.08;92.03;4.89;0.00;0.00;0.00;21;2.52;0.00;0.00;0.56;49.16;0.00;35.33;7.54;4.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.56;49.16;0.00;0.00;0.00;0.00;0.00;35.33;0.00;5.61;1.94;0.00;4.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M068061010;2;4.47;80.85;14.54;0.00;0.14;0.00;21;3.45;0.62;0.12;0.27;41.71;0.02;33.95;5.17;14.33;0.21;0.00;0.00;0.00;0.14;0.00;0.00;211;0.04;3.41;0.52;0.09;0.00;0.02;0.12;0.00;0.00;0.01;0.27;41.71;0.00;0.00;0.00;0.02;0.00;33.95;0.00;3.54;1.63;0.00;8.69;4.26;1.39;0.00;0.01;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;2;3.39;82.20;14.35;0.00;0.06;0.00;21;2.69;0.34;0.12;0.24;41.41;0.05;36.45;4.30;13.90;0.45;0.00;0.00;0.00;0.06;0.00;0.00;211;0.04;2.65;0.29;0.03;0.00;0.02;0.12;0.00;0.00;0.00;0.23;41.41;0.00;0.00;0.00;0.05;0.00;36.45;0.00;2.83;1.47;0.00;8.47;4.29;1.14;0.00;0.02;0.00;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00
M104161010;2;2.18;89.18;8.54;0.00;0.11;0.00;21;1.73;0.23;0.08;0.13;81.32;0.00;5.16;2.70;8.48;0.05;0.00;0.00;0.00;0.11;0.00;0.00;211;0.00;1.73;0.21;0.02;0.00;0.00;0.08;0.00;0.00;0.00;0.13;81.32;0.00;0.00;0.00;0.00;0.00;5.16;0.00;1.52;1.19;0.00;7.93;0.04;0.52;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;2;1.69;89.68;8.53;0.00;0.10;0.00;21;1.42;0.14;0.00;0.13;80.86;0.04;5.83;2.96;8.49;0.05;0.00;0.00;0.00;0.10;0.00;0.00;211;0.00;1.42;0.11;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.13;80.86;0.00;0.00;0.00;0.04;0.00;5.83;0.00;1.86;1.10;0.00;7.91;0.06;0.52;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00
M121301010;2;1.52;85.54;12.79;0.00;0.15;0.00;21;1.40;0.00;0.13;0.00;51.90;0.00;25.91;7.72;12.79;0.00;0.00;0.00;0.00;0.15;0.00;0.00;211;0.00;1.40;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;51.90;0.00;0.00;0.00;0.00;0.00;25.91;0.00;5.71;2.01;0.00;11.74;0.87;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;2;0.89;86.04;12.92;0.00;0.15;0.00;21;0.89;0.00;0.00;0.00;49.21;0.00;29.58;7.25;12.83;0.09;0.00;0.00;0.00;0.15;0.00;0.00;211;0.00;0.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.21;0.00;0.00;0.00;0.00;0.00;29.58;0.00;5.28;1.97;0.00;11.81;0.70;0.31;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00
M121301301;2;0.62;92.05;6.86;0.00;0.47;0.00;21;0.62;0.00;0.00;0.00;71.76;0.00;10.51;9.78;6.86;0.00;0.00;0.00;0.00;0.47;0.00;0.00;211;0.00;0.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71.76;0.00;0.00;0.00;0.00;0.00;10.51;0.00;7.16;2.62;0.00;6.30;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.00;0.00;0.00;2;0.28;92.42;6.83;0.00;0.47;0.00;21;0.28;0.00;0.00;0.00;67.15;0.00;17.30;7.97;6.83;0.00;0.00;0.00;0.00;0.47;0.00;0.00;211;0.00;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;67.15;0.00;0.00;0.00;0.00;0.00;17.30;0.00;5.33;2.64;0.00;6.79;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.00;0.00;0.00
M123304010;2;1.45;85.01;13.46;0.00;0.08;0.00;21;1.38;0.00;0.07;0.00;59.21;0.00;18.71;7.09;13.29;0.17;0.00;0.00;0.00;0.08;0.00;0.00;211;0.00;1.38;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;59.21;0.00;0.00;0.00;0.00;0.00;18.71;0.00;5.27;1.82;0.00;12.55;0.53;0.21;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;2;0.89;85.58;13.45;0.00;0.08;0.00;21;0.89;0.00;0.00;0.00;57.72;0.00;20.70;7.15;13.40;0.05;0.00;0.00;0.00;0.08;0.00;0.00;211;0.00;0.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57.72;0.00;0.00;0.00;0.00;0.00;20.70;0.00;5.31;1.84;0.00;12.63;0.49;0.28;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00
M135401010;2;4.66;85.84;9.50;0.00;0.00;0.00;21;4.21;0.44;0.00;0.00;64.60;2.24;13.01;5.99;9.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;4.21;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64.60;0.00;0.00;0.00;2.24;0.00;13.01;0.00;2.26;3.73;0.00;7.05;2.34;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;3.82;87.55;8.63;0.00;0.00;0.00;21;2.95;0.44;0.00;0.43;56.26;6.20;22.58;2.52;8.24;0.38;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.95;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.43;56.26;0.00;0.00;0.00;6.20;0.00;22.58;0.00;0.56;1.95;0.00;6.60;1.53;0.11;0.00;0.00;0.00;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
M153161010;2;3.04;83.00;13.71;0.07;0.18;0.00;21;2.36;0.47;0.12;0.09;66.60;0.42;10.46;5.52;13.39;0.32;0.00;0.07;0.00;0.18;0.00;0.00;211;0.01;2.36;0.31;0.02;0.00;0.14;0.11;0.01;0.00;0.00;0.09;66.60;0.00;0.00;0.05;0.37;0.00;10.46;0.00;3.43;2.09;0.00;10.29;2.22;0.88;0.00;0.06;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.00;2;2.35;83.83;13.65;0.07;0.11;0.00;21;1.86;0.34;0.06;0.09;66.56;0.54;11.77;4.95;13.45;0.20;0.00;0.07;0.00;0.11;0.00;0.00;211;0.01;1.85;0.19;0.00;0.00;0.14;0.06;0.00;0.00;0.00;0.09;66.56;0.00;0.00;0.06;0.48;0.00;11.77;0.00;3.15;1.80;0.00;10.37;2.24;0.85;0.00;0.03;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00
